Date,Open,High,Low,Close,Adj Close,Volume
2015-03-02,1339.849976,1354.469971,1326.280029,1334.699951,1138.970703,2176038
2015-03-03,1341.000000,1395.000000,1338.069946,1388.000000,1184.454590,3424308
2015-03-04,1394.000000,1406.050049,1357.819946,1373.000000,1171.654297,3862994
2015-03-05,1375.000000,1385.349976,1340.530029,1348.219971,1150.507935,2173514
2015-03-09,1320.000000,1339.900024,1305.000000,1323.400024,1129.328125,2883174
2015-03-10,1324.449951,1339.119995,1297.619995,1321.349976,1127.578613,3037052
2015-03-11,1321.000000,1329.969971,1298.900024,1303.280029,1112.158325,2240200
2015-03-12,1311.949951,1312.449951,1295.050049,1309.530029,1117.491821,1827636
2015-03-13,1319.000000,1319.969971,1287.500000,1291.180054,1101.833008,1586838
2015-03-16,1292.599976,1305.000000,1276.000000,1281.150024,1093.273926,1556296
2015-03-17,1291.250000,1303.349976,1278.880005,1291.849976,1102.404663,1267318
2015-03-18,1295.469971,1299.719971,1275.849976,1279.680054,1092.019409,1255170
2015-03-19,1288.000000,1302.930054,1284.050049,1298.119995,1107.755249,2448964
2015-03-20,1298.000000,1309.000000,1289.430054,1305.469971,1114.027344,1963908
2015-03-23,1308.000000,1315.500000,1303.000000,1308.569946,1116.672607,1566608
2015-03-24,1315.000000,1318.500000,1291.050049,1295.650024,1105.647461,2394878
2015-03-25,1295.699951,1307.000000,1272.599976,1286.880005,1098.163574,2224858
2015-03-26,1276.650024,1293.349976,1250.500000,1256.550049,1072.281128,3091642
2015-03-27,1265.500000,1285.949951,1252.050049,1257.400024,1073.006836,2751776
2015-03-30,1262.500000,1284.949951,1260.000000,1282.069946,1094.058838,1339006
2015-03-31,1284.719971,1284.719971,1260.500000,1276.969971,1089.706421,2427028
2015-04-01,1279.000000,1281.800049,1261.119995,1271.319946,1084.885498,2075758
2015-04-06,1279.000000,1281.449951,1250.050049,1273.650024,1086.873657,1568542
2015-04-07,1281.219971,1299.500000,1272.000000,1292.500000,1102.959351,1886922
2015-04-08,1297.000000,1328.250000,1295.430054,1320.699951,1127.023804,1652134
2015-04-09,1329.500000,1343.719971,1317.569946,1332.280029,1136.905640,2544450
2015-04-10,1324.250000,1335.400024,1314.000000,1326.880005,1132.297607,1815544
2015-04-13,1332.000000,1332.500000,1314.000000,1327.750000,1133.040283,1308642
2015-04-15,1327.349976,1356.949951,1304.699951,1313.880005,1121.203979,2913934
2015-04-16,1313.469971,1313.500000,1285.680054,1291.400024,1102.020630,3217570
2015-04-17,1278.550049,1280.000000,1235.000000,1237.430054,1055.965332,9668742
2015-04-20,1240.030029,1241.949951,1212.430054,1214.400024,1036.312378,2890722
2015-04-21,1214.400024,1226.000000,1200.500000,1213.530029,1035.570068,2546032
2015-04-22,1215.750000,1236.500000,1203.780029,1222.550049,1043.267334,4186812
2015-04-23,1236.000000,1239.900024,1215.849976,1228.619995,1048.447266,4342990
2015-04-24,1227.650024,1257.000000,1223.780029,1246.530029,1063.730835,3625158
2015-04-27,1249.750000,1260.000000,1243.000000,1250.099976,1066.777344,2733052
2015-04-28,1255.000000,1255.000000,1227.550049,1247.500000,1064.558472,3088298
2015-04-29,1242.000000,1247.500000,1225.530029,1243.650024,1061.272949,2019620
2015-04-30,1240.000000,1245.000000,1213.550049,1231.849976,1051.203491,3738054
2015-05-04,1245.500000,1252.400024,1228.599976,1240.780029,1058.824097,1890630
2015-05-05,1250.500000,1268.219971,1250.000000,1258.930054,1074.312378,3255070
2015-05-06,1257.500000,1257.500000,1227.900024,1231.530029,1050.930542,3394406
2015-05-07,1232.449951,1276.880005,1226.849976,1272.619995,1085.994507,3205028
2015-05-08,1280.000000,1294.000000,1258.150024,1263.619995,1078.314453,3003664
2015-05-11,1267.500000,1281.530029,1262.500000,1278.000000,1090.585938,2573082
2015-05-12,1280.000000,1282.500000,1256.500000,1261.449951,1076.462891,2467386
2015-05-13,1273.500000,1273.500000,1240.219971,1257.699951,1073.262695,1863774
2015-05-14,1260.000000,1260.000000,1242.500000,1249.619995,1066.367432,1309050
2015-05-15,1257.500000,1266.199951,1250.500000,1255.569946,1071.444946,1461454
2015-05-18,1257.050049,1262.619995,1248.550049,1260.199951,1075.395874,4507752
2015-05-19,1259.699951,1265.000000,1248.380005,1256.349976,1072.110596,1957722
2015-05-20,1260.000000,1284.949951,1258.449951,1278.530029,1091.037720,1897814
2015-05-21,1278.500000,1290.000000,1274.069946,1277.750000,1090.372314,1579578
2015-05-22,1275.000000,1314.380005,1269.619995,1308.949951,1116.997314,2691632
2015-05-25,1310.000000,1318.449951,1292.849976,1300.500000,1109.786255,982978
2015-05-26,1302.500000,1311.619995,1294.449951,1304.430054,1113.139893,1961740
2015-05-27,1304.000000,1316.569946,1296.000000,1307.619995,1115.862183,1620690
2015-05-28,1301.949951,1311.500000,1291.119995,1304.750000,1113.412964,2763608
2015-05-29,1308.500000,1324.300049,1298.619995,1305.150024,1113.754272,4423532
2015-06-01,1304.719971,1323.550049,1304.180054,1308.880005,1116.937378,882264
2015-06-02,1308.000000,1315.000000,1295.250000,1299.949951,1109.316895,3935820
2015-06-03,1302.000000,1312.800049,1295.250000,1305.449951,1114.010376,1804684
2015-06-04,1308.550049,1311.400024,1294.250000,1302.819946,1111.765747,4131468
2015-06-05,1296.000000,1304.500000,1285.000000,1287.930054,1119.686157,2308534
2015-06-08,1295.000000,1295.000000,1280.819946,1288.719971,1120.373047,1570320
2015-06-09,1292.500000,1295.000000,1275.500000,1280.819946,1113.504761,2578914
2015-06-10,1283.000000,1305.000000,1281.900024,1300.380005,1130.509521,2763350
2015-06-11,1302.750000,1306.500000,1278.380005,1285.650024,1117.703613,1847336
2015-06-12,1285.949951,1294.469971,1238.400024,1252.900024,1089.231812,2571456
2015-06-15,1252.650024,1260.219971,1240.500000,1252.400024,1088.797363,2525176
2015-06-16,1250.000000,1259.650024,1247.219971,1256.000000,1091.926636,1267396
2015-06-17,1260.500000,1264.569946,1250.900024,1256.900024,1092.709351,1975720
2015-06-18,1257.500000,1273.150024,1254.000000,1265.030029,1099.777222,2165046
2015-06-19,1267.500000,1277.500000,1263.550049,1274.780029,1108.253662,1999610
2015-06-22,1273.500000,1300.000000,1273.500000,1295.750000,1126.484375,1102002
2015-06-23,1300.000000,1304.000000,1283.599976,1287.300049,1119.138184,898318
2015-06-24,1290.000000,1293.949951,1279.430054,1285.150024,1117.269165,1170246
2015-06-25,1281.000000,1286.500000,1272.069946,1275.000000,1108.445190,1930992
2015-06-26,1275.099976,1298.180054,1275.099976,1296.400024,1127.049561,1290102
2015-06-29,1286.000000,1302.000000,1271.699951,1296.449951,1127.093018,1372756
2015-06-30,1292.500000,1294.380005,1270.000000,1275.469971,1108.853638,1549952
2015-07-01,1281.949951,1304.000000,1278.380005,1296.550049,1127.180054,1279708
2015-07-02,1300.000000,1301.469971,1285.530029,1288.880005,1120.511963,1445880
2015-07-03,1286.530029,1305.000000,1285.000000,1301.949951,1131.874268,963470
2015-07-06,1290.150024,1322.500000,1290.150024,1316.650024,1144.654297,1182338
2015-07-07,1316.380005,1323.449951,1301.500000,1308.119995,1137.238281,1642836
2015-07-08,1298.969971,1310.849976,1290.250000,1297.550049,1128.049194,2667850
2015-07-09,1297.500000,1299.119995,1253.319946,1261.250000,1096.490967,3934122
2015-07-10,1279.500000,1279.500000,1227.500000,1237.180054,1075.565674,8263654
2015-07-13,1237.699951,1259.300049,1237.699951,1254.780029,1090.866333,2280308
2015-07-14,1255.500000,1257.500000,1245.000000,1249.750000,1086.493530,1703274
2015-07-15,1250.500000,1274.969971,1250.000000,1272.880005,1106.601929,2003660
2015-07-16,1271.849976,1279.430054,1263.300049,1270.099976,1104.185059,1456608
2015-07-17,1273.400024,1285.050049,1271.650024,1282.199951,1114.704224,1070526
2015-07-20,1282.000000,1291.949951,1275.949951,1289.569946,1125.941284,853786
2015-07-21,1288.000000,1300.180054,1277.550049,1280.699951,1118.196655,1274500
2015-07-22,1280.500000,1284.500000,1260.530029,1264.030029,1103.642090,1320628
2015-07-23,1258.750000,1268.930054,1241.500000,1244.300049,1086.415527,1496780
2015-07-24,1248.750000,1258.250000,1246.050049,1252.569946,1093.636475,1574972
2015-07-27,1244.000000,1252.500000,1240.569946,1248.530029,1090.108643,2003738
2015-07-28,1249.750000,1259.500000,1246.069946,1251.030029,1092.291382,1891188
2015-07-29,1255.500000,1257.530029,1241.750000,1253.380005,1094.343262,2413318
2015-07-30,1258.030029,1258.400024,1236.400024,1240.319946,1082.940552,2770574
2015-07-31,1244.949951,1259.500000,1243.500000,1255.380005,1096.089600,1963776
2015-08-03,1251.699951,1262.500000,1250.449951,1254.800049,1095.583252,1179324
2015-08-04,1255.199951,1261.500000,1243.000000,1254.449951,1095.277588,2342692
2015-08-05,1260.000000,1275.000000,1255.500000,1273.569946,1111.971436,988994
2015-08-06,1282.500000,1291.500000,1275.050049,1286.650024,1123.391846,2211366
2015-08-07,1286.500000,1286.500000,1273.500000,1276.030029,1114.119507,1188506
2015-08-10,1286.000000,1294.500000,1278.300049,1286.050049,1122.868042,1431182
2015-08-11,1289.000000,1305.000000,1271.050049,1302.099976,1136.881470,2200306
2015-08-12,1301.550049,1345.699951,1301.000000,1335.849976,1166.348999,3479784
2015-08-13,1335.000000,1342.000000,1278.000000,1317.800049,1150.589600,1406426
2015-08-14,1319.000000,1359.680054,1318.550049,1351.599976,1180.100952,2293964
2015-08-17,1345.050049,1348.400024,1327.500000,1342.380005,1172.050415,773644
2015-08-18,1353.449951,1374.949951,1345.000000,1370.449951,1196.558838,1916926
2015-08-19,1375.000000,1376.430054,1360.949951,1366.800049,1193.372314,1690070
2015-08-20,1372.500000,1372.500000,1336.000000,1343.430054,1172.967285,2349298
2015-08-21,1356.000000,1364.949951,1327.550049,1338.069946,1168.287231,3536080
2015-08-24,1319.500000,1322.500000,1284.550049,1289.319946,1125.723022,4692344
2015-08-25,1293.949951,1311.000000,1267.750000,1283.569946,1120.702637,3925800
2015-08-26,1279.030029,1319.500000,1255.969971,1288.380005,1124.902222,3216158
2015-08-27,1307.449951,1307.449951,1272.900024,1287.319946,1123.976807,5264798
2015-08-28,1304.500000,1304.500000,1278.849976,1285.430054,1122.326904,2744152
2015-08-31,1295.000000,1295.000000,1265.530029,1282.030029,1119.357910,3692044
2015-09-01,1278.000000,1305.599976,1265.000000,1268.699951,1107.719238,2987602
2015-09-02,1279.849976,1310.219971,1274.000000,1295.900024,1131.468262,3765950
2015-09-03,1298.050049,1307.500000,1288.119995,1302.800049,1137.493042,2265074
2015-09-04,1305.699951,1307.449951,1269.569946,1273.719971,1112.102661,2426396
2015-09-07,1276.500000,1279.969971,1266.349976,1269.880005,1108.750122,1759184
2015-09-08,1272.500000,1282.050049,1261.750000,1270.150024,1108.985718,1787746
2015-09-09,1281.469971,1287.000000,1272.000000,1274.880005,1113.115234,2045076
2015-09-10,1271.000000,1289.250000,1263.500000,1272.699951,1111.212036,2665818
2015-09-11,1273.250000,1284.199951,1270.300049,1276.000000,1114.093384,1592672
2015-09-14,1282.500000,1282.500000,1271.500000,1275.819946,1113.936157,1589318
2015-09-15,1275.819946,1279.449951,1268.000000,1268.619995,1107.649658,1379900
2015-09-16,1277.500000,1282.500000,1270.530029,1275.180054,1113.377319,1756816
2015-09-18,1282.500000,1293.000000,1269.500000,1275.619995,1113.761475,2455294
2015-09-21,1275.000000,1278.550049,1266.599976,1275.530029,1113.682739,1108840
2015-09-22,1278.750000,1286.199951,1245.000000,1263.400024,1103.092163,2081246
2015-09-23,1267.150024,1278.880005,1256.300049,1266.319946,1105.641479,1228352
2015-09-24,1267.750000,1295.000000,1264.949951,1290.199951,1126.491455,2354254
2015-09-28,1297.000000,1309.500000,1289.750000,1296.849976,1132.297852,2366812
2015-09-29,1291.680054,1317.000000,1284.930054,1294.119995,1129.914063,3325952
2015-09-30,1321.849976,1321.849976,1285.469971,1294.030029,1129.835571,3368336
2015-10-01,1299.500000,1324.969971,1296.099976,1322.300049,1154.518433,2834408
2015-10-05,1326.349976,1385.000000,1326.349976,1355.819946,1183.785278,4807306
2015-10-06,1362.500000,1363.000000,1342.000000,1350.000000,1178.703735,3979590
2015-10-07,1346.969971,1358.500000,1323.469971,1326.969971,1158.595825,2065530
2015-10-08,1335.000000,1339.180054,1310.000000,1316.900024,1149.803467,2357550
2015-10-09,1325.250000,1325.300049,1304.000000,1314.819946,1147.987305,2249724
2015-10-12,1327.500000,1330.180054,1293.500000,1296.300049,1131.817261,2455912
2015-10-13,1301.400024,1306.000000,1283.800049,1299.280029,1134.419312,6179712
2015-10-14,1274.000000,1274.000000,1240.000000,1241.849976,1084.276611,8337128
2015-10-15,1245.000000,1251.750000,1232.500000,1233.880005,1077.317627,3215710
2015-10-16,1240.449951,1246.000000,1235.000000,1236.000000,1079.168701,2333828
2015-10-19,1245.000000,1247.469971,1227.930054,1244.380005,1086.485474,3130642
2015-10-20,1248.119995,1265.000000,1247.800049,1263.380005,1103.074829,2695084
2015-10-21,1267.500000,1271.000000,1261.119995,1265.000000,1109.318237,1929688
2015-10-23,1274.000000,1274.000000,1263.650024,1268.569946,1117.306641,2335398
2015-10-26,1274.500000,1274.500000,1257.550049,1268.280029,1117.051514,1414630
2015-10-27,1265.030029,1272.449951,1260.180054,1265.550049,1114.647095,1530420
2015-10-28,1255.030029,1266.780029,1255.030029,1264.550049,1113.766113,1255342
2015-10-29,1266.780029,1267.699951,1245.030029,1247.680054,1098.907593,3130316
2015-10-30,1250.000000,1255.949951,1242.500000,1247.599976,1098.837280,1516696
2015-11-02,1250.000000,1261.400024,1243.780029,1258.680054,1108.595947,1319294
2015-11-03,1264.000000,1273.900024,1259.250000,1271.719971,1120.081055,1364906
2015-11-04,1272.500000,1273.599976,1260.000000,1266.900024,1115.835938,991434
2015-11-05,1265.400024,1267.469971,1240.000000,1241.319946,1093.306274,1596098
2015-11-06,1246.000000,1259.119995,1241.719971,1252.880005,1103.487671,908024
2015-11-09,1247.500000,1251.380005,1234.300049,1235.680054,1088.338623,2021556
2015-11-10,1236.469971,1238.500000,1225.000000,1229.069946,1082.516846,1361920
2015-11-13,1219.030029,1219.030029,1193.280029,1198.699951,1055.768066,2743232
2015-11-16,1195.000000,1195.000000,1178.000000,1187.300049,1045.727539,2043528
2015-11-17,1190.250000,1199.219971,1187.500000,1195.280029,1052.755981,1985028
2015-11-18,1194.449951,1194.449951,1173.000000,1175.719971,1035.528198,1520352
2015-11-19,1182.680054,1190.800049,1176.000000,1181.280029,1040.425415,1866906
2015-11-20,1183.250000,1211.780029,1180.969971,1199.180054,1056.190796,2012126
2015-11-23,1202.650024,1206.699951,1191.119995,1195.530029,1052.975830,1088082
2015-11-24,1190.030029,1196.219971,1182.750000,1183.969971,1042.794434,998640
2015-11-26,1188.949951,1191.199951,1168.930054,1172.780029,1032.938721,2915292
2015-11-27,1174.000000,1179.719971,1166.250000,1176.680054,1036.373535,1737206
2015-11-30,1182.500000,1195.619995,1175.069946,1186.780029,1045.269409,4100048
2015-12-01,1181.449951,1189.030029,1178.530029,1180.949951,1040.134644,1721994
2015-12-02,1189.000000,1189.050049,1173.250000,1182.599976,1041.587646,1640296
2015-12-03,1180.000000,1186.500000,1173.500000,1175.380005,1035.228760,2283358
2015-12-04,1170.000000,1173.650024,1160.550049,1164.199951,1025.381836,1246092
2015-12-07,1166.099976,1171.949951,1157.619995,1159.900024,1021.594482,1382604
2015-12-08,1159.699951,1174.500000,1158.650024,1164.500000,1025.645874,1139964
2015-12-09,1168.949951,1186.400024,1160.000000,1183.819946,1042.662476,5282806
2015-12-10,1184.500000,1195.599976,1176.000000,1192.280029,1050.113281,1723988
2015-12-11,1191.500000,1195.969971,1181.619995,1193.000000,1050.747803,1652378
2015-12-14,1167.599976,1193.500000,1165.300049,1189.219971,1047.418213,2718532
2015-12-15,1189.219971,1192.500000,1181.530029,1187.930054,1046.282104,1135868
2015-12-16,1192.000000,1207.250000,1192.000000,1204.199951,1060.612305,1435934
2015-12-17,1207.500000,1222.500000,1196.680054,1219.880005,1074.422729,1618844
2015-12-18,1210.000000,1217.099976,1200.319946,1208.400024,1064.311768,3024970
2015-12-21,1209.969971,1225.000000,1203.430054,1223.199951,1077.346436,1610104
2015-12-22,1220.000000,1220.000000,1200.000000,1202.530029,1059.141235,1560858
2015-12-23,1207.500000,1217.500000,1205.280029,1212.900024,1068.274902,849834
2015-12-24,1210.500000,1219.099976,1202.000000,1217.119995,1071.991577,843160
2015-12-28,1214.000000,1233.199951,1210.099976,1231.349976,1084.524780,3704198
2015-12-29,1229.180054,1232.650024,1222.880005,1227.900024,1081.486206,1708524
2015-12-30,1226.530029,1229.500000,1206.150024,1209.150024,1064.972046,1605762
2015-12-31,1207.880005,1224.250000,1203.750000,1218.430054,1073.145630,1240318
2016-01-01,1219.500000,1219.500000,1206.119995,1208.199951,1064.135132,712262
2016-01-04,1205.069946,1207.000000,1183.030029,1184.800049,1043.525513,1870184
2016-01-05,1192.500000,1193.300049,1170.500000,1174.469971,1034.427246,2678020
2016-01-06,1175.099976,1193.069946,1175.099976,1190.800049,1048.810059,2653228
2016-01-07,1185.000000,1191.449951,1180.000000,1185.619995,1044.247314,3199580
2016-01-08,1192.500000,1203.680054,1186.250000,1198.800049,1055.856201,1907544
2016-01-11,1191.250000,1192.000000,1174.430054,1181.180054,1040.337036,2930228
2016-01-12,1181.349976,1182.500000,1150.800049,1163.530029,1024.791748,3482594
2016-01-13,1158.500000,1163.500000,1127.550049,1139.599976,1003.715027,4746092
2016-01-14,1136.500000,1149.449951,1125.000000,1139.400024,1003.538818,2742052
2016-01-15,1144.430054,1145.849976,1127.500000,1130.550049,995.744141,3269408
2016-01-18,1131.000000,1145.949951,1130.000000,1138.819946,1003.028198,2213922
2016-01-19,1138.500000,1150.000000,1134.150024,1139.650024,1003.759216,967910
2016-01-20,1136.900024,1142.500000,1121.500000,1140.050049,1004.111633,1615954
2016-01-21,1142.500000,1144.949951,1122.880005,1127.250000,997.650696,2675536
2016-01-22,1136.500000,1151.030029,1130.000000,1147.880005,1015.908875,1343178
2016-01-25,1150.949951,1169.500000,1145.750000,1152.319946,1019.838501,1397560
2016-01-27,1151.000000,1164.969971,1140.949951,1159.880005,1026.529175,1626986
2016-01-28,1157.750000,1174.449951,1154.030029,1165.599976,1031.591675,3106660
2016-01-29,1179.349976,1200.000000,1167.530029,1195.650024,1058.187012,2235744
2016-02-01,1195.550049,1206.469971,1179.500000,1201.349976,1063.231567,1495274
2016-02-02,1204.500000,1216.500000,1189.849976,1199.050049,1061.195801,1475588
2016-02-03,1193.750000,1214.949951,1180.150024,1208.150024,1069.249756,1308692
2016-02-04,1210.949951,1220.000000,1201.000000,1210.030029,1070.913574,1250046
2016-02-05,1204.050049,1219.969971,1204.050049,1210.969971,1071.745361,1402996
2016-02-08,1200.000000,1206.030029,1173.500000,1181.469971,1045.636597,1063658
2016-02-09,1166.800049,1166.800049,1127.800049,1140.699951,1009.554138,2489610
2016-02-10,1137.500000,1144.949951,1129.050049,1134.400024,1003.978577,1890732
2016-02-11,1140.000000,1144.500000,1085.819946,1098.969971,972.621826,1962408
2016-02-12,1100.000000,1121.699951,1082.000000,1113.300049,985.304565,2172568
2016-02-15,1125.000000,1153.430054,1120.000000,1134.569946,1004.129211,2479712
2016-02-16,1133.000000,1141.000000,1121.500000,1132.780029,1002.544739,1588702
2016-02-17,1132.500000,1139.819946,1123.199951,1137.780029,1006.970093,1585178
2016-02-18,1142.500000,1159.880005,1139.000000,1157.930054,1024.803711,1529140
2016-02-19,1153.680054,1163.500000,1152.719971,1159.819946,1026.476196,879012
2016-02-22,1160.119995,1171.500000,1152.500000,1157.949951,1024.821045,1324884
2016-02-23,1155.119995,1159.949951,1128.380005,1132.000000,1001.854553,1306852
2016-02-24,1131.219971,1131.219971,1100.599976,1105.469971,978.374634,1659328
2016-02-25,1109.900024,1114.000000,1092.819946,1106.430054,979.224304,1830556
2016-02-26,1114.849976,1128.449951,1099.800049,1105.250000,978.180176,1537536
2016-02-29,1118.500000,1118.500000,1057.500000,1088.400024,963.267212,2191718
2016-03-01,1096.500000,1142.550049,1081.000000,1138.319946,1007.447937,1999760
2016-03-02,1152.500000,1165.000000,1128.119995,1159.430054,1026.131226,1527486
2016-03-03,1168.000000,1195.500000,1150.500000,1186.569946,1050.150757,2648284
2016-03-04,1190.000000,1190.000000,1174.780029,1178.780029,1043.256470,1512966
2016-03-08,1171.050049,1183.500000,1152.099976,1177.150024,1041.814087,1268152
2016-03-09,1170.500000,1184.699951,1147.569946,1178.619995,1043.114502,2017784
2016-03-10,1178.030029,1179.930054,1157.469971,1174.150024,1039.158691,1661666
2016-03-11,1170.000000,1195.430054,1167.500000,1182.619995,1046.654907,1530528
2016-03-14,1181.000000,1199.000000,1170.000000,1177.500000,1042.123413,1636742
2016-03-15,1174.530029,1181.750000,1160.050049,1164.949951,1031.016235,1623356
2016-03-16,1157.500000,1166.000000,1153.449951,1163.530029,1029.759644,1918246
2016-03-17,1167.000000,1180.900024,1166.000000,1176.030029,1040.822876,2221088
2016-03-18,1180.000000,1215.000000,1180.000000,1212.930054,1073.479980,3204070
2016-03-21,1213.000000,1227.469971,1210.000000,1223.119995,1082.498657,2336982
2016-03-22,1221.000000,1242.500000,1218.250000,1236.550049,1094.384888,1951984
2016-03-23,1243.949951,1243.949951,1228.650024,1236.900024,1094.694458,2278434
2016-03-28,1245.500000,1258.569946,1230.780029,1236.699951,1094.517334,3320882
2016-03-29,1239.000000,1243.469971,1227.500000,1234.699951,1092.747192,1838796
2016-03-30,1235.449951,1252.500000,1230.000000,1244.750000,1101.641846,2136504
2016-03-31,1239.150024,1275.000000,1236.069946,1260.150024,1115.271118,4363964
2016-04-01,1252.500000,1260.430054,1217.050049,1226.949951,1085.888184,3041400
2016-04-04,1228.000000,1244.000000,1223.500000,1235.619995,1093.561401,1752352
2016-04-05,1235.400024,1242.449951,1221.030029,1231.380005,1089.809082,1491794
2016-04-06,1235.000000,1244.500000,1229.680054,1240.949951,1098.278320,1763150
2016-04-07,1240.000000,1242.349976,1228.500000,1235.400024,1093.366699,2390942
2016-04-08,1233.000000,1236.849976,1213.500000,1216.030029,1076.223755,1399500
2016-04-11,1216.500000,1258.500000,1206.500000,1253.319946,1109.226440,2400648
2016-04-12,1249.000000,1262.500000,1244.050049,1259.069946,1114.315308,1303628
2016-04-13,1265.000000,1272.500000,1256.250000,1263.099976,1117.881958,1601468
2016-04-18,1226.500000,1276.750000,1220.000000,1259.880005,1115.032227,7121504
2016-04-20,1267.449951,1267.449951,1220.000000,1225.180054,1084.321777,6405024
2016-04-21,1225.500000,1233.699951,1206.099976,1212.199951,1072.833984,2525724
2016-04-22,1209.500000,1217.699951,1202.099976,1208.530029,1069.585815,1964126
2016-04-25,1201.150024,1228.530029,1201.150024,1225.619995,1084.711060,2267654
2016-04-26,1224.500000,1246.750000,1221.000000,1244.900024,1101.774536,2554368
2016-04-27,1240.000000,1257.300049,1237.949951,1255.550049,1111.200073,1848670
2016-04-28,1250.650024,1270.000000,1249.050049,1263.880005,1118.572266,4992744
2016-04-29,1258.500000,1271.000000,1255.000000,1267.750000,1121.997437,2372178
2016-05-02,1264.500000,1265.000000,1250.000000,1263.349976,1118.103394,1116692
2016-05-03,1262.500000,1265.000000,1236.000000,1239.050049,1096.597168,2153118
2016-05-04,1236.949951,1247.030029,1228.500000,1239.000000,1096.552856,1364892
2016-05-05,1239.000000,1244.969971,1231.780029,1235.150024,1093.145752,1246566
2016-05-06,1232.500000,1242.150024,1215.500000,1236.699951,1094.517334,885598
2016-05-09,1236.699951,1259.000000,1228.199951,1256.280029,1111.846191,1821276
2016-05-10,1257.500000,1266.969971,1248.000000,1261.449951,1116.421631,1158534
2016-05-11,1250.000000,1262.800049,1245.000000,1259.150024,1114.386353,1598716
2016-05-12,1260.280029,1284.949951,1260.280029,1283.099976,1135.582886,1513082
2016-05-13,1282.500000,1283.000000,1255.069946,1261.699951,1116.643066,1621730
2016-05-16,1269.000000,1282.400024,1261.250000,1275.569946,1128.918579,1111526
2016-05-17,1282.099976,1295.619995,1276.000000,1285.099976,1137.352661,1756698
2016-05-18,1282.930054,1282.930054,1263.030029,1275.550049,1128.900757,1500740
2016-05-19,1277.500000,1280.000000,1263.050049,1278.469971,1131.484985,1038792
2016-05-20,1271.150024,1282.900024,1261.400024,1264.650024,1119.253784,1230918
