Date,Open,High,Low,Close,Adj Close,Volume
2016-02-04,25143.884766,26440.392578,25131.589844,26321.437500,26321.437500,4681011792
2016-02-05,26274.416016,26424.578125,26141.703125,26207.945313,26207.945313,2971326234
2016-02-06,26210.656250,26213.505859,25247.763672,25528.117188,25528.117188,3339092690
2016-02-07,25527.574219,25822.978516,25444.667969,25561.199219,25561.199219,2516368480
2016-02-08,25570.496094,25767.193359,25414.152344,25421.843750,25421.843750,3245138625
2016-02-09,25420.210938,25661.103516,25424.185547,25541.843750,25541.843750,3757520176
2016-02-10,25549.792969,26138.369141,25523.931641,25910.339844,25910.339844,5779579094
2016-02-11,25941.912109,25987.132813,25757.847656,25995.365234,25995.365234,5092586582
2016-02-12,25997.556641,26271.648438,25971.396484,26171.460938,26171.460938,4566164430
2016-02-13,26197.205078,26688.878906,26197.205078,26688.878906,26688.878906,4216694445
2016-02-14,26761.892578,27735.826172,26761.892578,27735.826172,27735.826172,5072026373
2016-02-15,27758.843750,27950.435547,27095.257813,27266.205078,27266.205078,5046719174
2016-02-16,27351.167969,27993.431641,27351.167969,27914.435547,27914.435547,5007148068
2016-02-17,27925.945313,28801.000000,27878.615234,28457.189453,28457.189453,5686598695
2016-02-18,28474.279297,29190.226563,28410.437500,28959.244141,28959.244141,5262403864
2016-02-19,28983.722656,29008.984375,28620.490234,28838.500000,28838.500000,3818173945
2016-02-20,28894.425781,30291.375000,28894.425781,29961.035156,29961.035156,6441748299
2016-02-21,30002.773438,30706.832031,29406.791016,30121.507813,30121.507813,6165787136
2016-02-22,30134.621094,30138.464844,29717.240234,30017.123047,30017.123047,5855008318
2016-02-23,30051.890625,30181.957031,28640.292969,28862.826172,28862.826172,5847868061
2016-02-24,28877.917969,29153.791016,28385.742188,29055.787109,29055.787109,4631893921
2016-02-25,29061.394531,29261.966797,28815.244141,29206.292969,29206.292969,4870513010
2016-02-26,29212.138672,29700.640625,28976.550781,29700.640625,29700.640625,4225766767
2016-02-27,29747.855469,29843.523438,29422.363281,29725.863281,29725.863281,2879234015
2016-02-28,29729.437500,29943.316406,29128.003906,29793.646484,29793.646484,3644852998
2016-02-29,29789.109375,30205.701172,29669.179688,29857.630859,29857.630859,4140307168
2016-03-01,29872.638672,29995.019531,29427.955078,29476.710938,29476.710938,5073696137
2016-03-02,29477.253906,29483.027344,28570.626953,28570.626953,28570.626953,5050885107
2016-03-03,28565.435547,28621.220703,28272.496094,28309.859375,28309.859375,6746546001
2016-03-04,28322.279297,28605.976563,27503.242188,27503.242188,27503.242188,6080798621
2016-03-05,27492.669922,27524.525391,26371.896484,26809.269531,26809.269531,9061019667
2016-03-06,26806.255859,27568.029297,26488.552734,27307.806641,27307.806641,6109321769
2016-03-07,27311.156250,27884.447266,27245.658203,27777.447266,27777.447266,5749794311
2016-03-08,27787.101563,28016.277344,27667.777344,27882.792969,27882.792969,4735795065
2016-03-09,27877.541016,27905.472656,27696.966797,27854.820313,27854.820313,4700815123
2016-03-10,27847.031250,28095.216797,27765.591797,28075.753906,28075.753906,5453391856
2016-03-11,28082.955078,28447.554688,28071.980469,28215.574219,28215.574219,4949364138
2016-03-12,28209.886719,28222.599609,27439.675781,27542.048828,27542.048828,6203484770
2016-03-13,27543.656250,27875.265625,27543.253906,27726.828125,27726.828125,4976840494
2016-03-14,27735.933594,27926.160156,27735.933594,27972.722656,27972.722656,6398707261
2016-03-15,27969.365234,28119.310547,27927.576172,28076.292969,28076.292969,4498194932
2016-03-16,28080.199219,28081.029297,28011.671875,28007.583984,28007.583984,4378054329
2016-03-17,28066.554688,28042.400391,28066.554688,28017.355469,28017.355469,5563798281
2016-03-18,28012.425781,28012.425781,26956.125000,27183.216797,27183.216797,6965256078
2016-03-19,27164.433594,27278.529297,27029.363281,27242.687500,27242.687500,3877750675
2016-03-20,27239.832031,27520.113281,27239.832031,27462.367188,27462.367188,3049722940
2016-03-21,27440.000000,27440.000000,27298.544922,27492.232422,27492.232422,4101175400
2016-03-22,27480.589844,27915.025391,27461.488281,27912.123047,27912.123047,4460536083
2016-03-23,27916.931641,28057.414063,27856.208984,27966.648438,27966.648438,4110573969
2016-03-24,27992.273438,28001.318359,27781.470703,27860.298828,27860.298828,4572975444
2016-03-25,27867.925781,27942.292969,27799.875000,27875.433594,27875.433594,3512017152
2016-03-26,27887.994141,27996.376953,27814.093750,27926.751953,27926.751953,2983504007
2016-03-27,27939.781250,28651.873047,27911.115234,28516.097656,28516.097656,4759491524
2016-03-28,28501.595703,28450.019531,28182.847656,28247.632813,28247.632813,4562624899
2016-03-29,28252.492188,28372.419922,27452.984375,27642.292969,27642.292969,5004722168
2016-03-30,27663.398438,27663.398438,27361.890625,27531.337891,27531.337891,4382683217
2016-03-31,27560.605469,27716.945313,27560.605469,27608.296875,27608.296875,3989257000
2016-04-01,27610.351563,27742.642578,27559.199219,27733.943359,27733.943359,3399770491
2016-04-02,27764.601563,28007.394531,27764.601563,27927.238281,27927.238281,3031198866
2016-04-03,27947.144531,27974.150391,27849.203125,27929.294922,27929.294922,2525072290
2016-04-04,27955.505859,27973.888672,27708.689453,27870.513672,27870.513672,3348496893
2016-04-05,27842.275391,28198.453125,27849.820313,28183.365234,28183.365234,4035652228
2016-04-06,28200.248047,28189.740234,28137.054688,28169.792969,28169.792969,3931341957
2016-04-07,28183.564453,28265.421875,27966.550781,28229.726563,28229.726563,3863635303
2016-04-08,28240.546875,28348.183594,27923.017578,27970.527344,27970.527344,4222351883
2016-04-09,28001.269531,28006.591797,27715.408203,27908.111328,27908.111328,3313266009
2016-04-10,27920.156250,28108.613281,27897.863281,28052.976563,28052.976563,4889633437
2016-04-11,28073.472656,28061.416016,27919.185547,28005.257813,28005.257813,3363914756
2016-04-12,28029.119141,28396.830078,28028.992188,28195.498047,28195.498047,4690217695
2016-04-13,28224.806641,28313.023438,28129.917969,28187.761719,28187.761719,4594056646
2016-04-14,28201.130859,28326.943359,28206.507813,28271.947266,28271.947266,3017290378
2016-04-15,28281.607422,28602.550781,28280.292969,28640.587891,28640.587891,3652547375
2016-04-16,28631.388672,28834.671875,28591.998047,28697.837891,28697.837891,2625549816
2016-04-17,28702.103516,28751.093750,28394.332031,28482.294922,28482.294922,3473722101
2016-04-18,28496.423828,28610.037109,28380.291016,28461.099609,28461.099609,3696892919
2016-04-19,28468.537109,28872.371094,28436.380859,28838.970703,28838.970703,3497058499
2016-04-20,28826.720703,29312.097656,28774.707031,29220.482422,29220.482422,4825411823
2016-04-21,29222.267578,29950.763672,29188.906250,29891.166016,29891.166016,4536281222
2016-04-22,29908.658203,29916.187500,29529.312500,29708.503906,29708.503906,3919330901
2016-04-23,29716.769531,30011.431641,29614.794922,30011.431641,30011.431641,3364867055
2016-04-24,30029.958984,30668.869141,29921.185547,30562.828125,30562.828125,4545443819
2016-04-25,30600.552734,31101.996094,30206.958984,30778.175781,30778.175781,5809223371
2016-04-26,30792.984375,31069.693359,30791.181641,30972.638672,30972.638672,5247856759
2016-04-27,30984.134766,31046.835938,29469.623047,29506.316406,29506.316406,6208311544
2016-04-28,29529.605469,29850.861328,28987.097656,29830.134766,29830.134766,4920503423
2016-04-29,29856.509766,30244.556641,29680.201172,30225.175781,30225.175781,3271493425
2016-04-30,30230.556641,30257.720703,29733.707031,29774.949219,29774.949219,4604046614
2016-05-01,29785.976563,30051.302734,29748.982422,30011.503906,30011.503906,2700460871
2016-05-02,30015.357422,30021.988281,29320.496094,29511.925781,29511.925781,6114312374
2016-05-03,29515.773438,30038.232422,29367.416016,29985.607422,29985.607422,3953190766
2016-05-04,29977.552734,29991.031250,29649.457031,29759.279297,29759.279297,3357983104
2016-05-05,29758.546875,29853.591797,29656.080078,29835.023438,29835.023438,3359337103
2016-05-06,29832.757813,30723.099609,29759.080078,30605.101563,30605.101563,4847560751
2016-05-07,30607.500000,30676.486328,30453.341797,30534.050781,30534.050781,2554703564
2016-05-08,30526.923828,30592.714844,30364.044922,30535.400391,30535.400391,2684636322
2016-05-09,30512.625000,30847.250000,30331.919922,30722.828125,30722.828125,3702427490
2016-05-10,30725.162109,30824.751953,29902.582031,30058.148438,30058.148438,3930208181
2016-05-11,30056.082031,30312.263672,30055.947266,30146.568359,30146.568359,3369734481
2016-05-12,30127.857422,30367.164063,29911.064453,30354.947266,30354.947266,3994851001
2016-05-13,30360.554688,30551.841797,30272.523438,30459.261719,30459.261719,4067184025
2016-05-14,30469.488281,30537.203125,30400.169922,30459.328125,30459.328125,2487235605
2016-05-15,30465.210938,30661.265625,30445.158203,30618.162109,30618.162109,1908014309
2016-05-16,30619.367188,30660.453125,30267.732422,30373.966797,30373.966797,3957330748
2016-05-17,30363.667969,30371.595703,30306.257813,30342.562500,30342.562500,4286117839
2016-05-18,30336.412109,30611.236328,30307.435547,30530.847656,30530.847656,5832591897
2016-05-19,30524.466797,30521.332031,29602.074219,29602.074219,29602.074219,6479400801
2016-05-20,29539.863281,29971.779297,29512.736328,29835.609375,29835.609375,5525845350
2016-05-21,29855.156250,29909.884766,29770.232422,29870.117188,29870.117188,2882106324
2016-05-22,29872.138672,29886.226563,29590.212891,29609.623047,29609.623047,2672854822
2016-05-23,29611.308594,29968.847656,29574.125000,29956.345703,29956.345703,3411572120
2016-05-24,29965.515625,30250.205078,29954.308594,30170.078125,30170.078125,4450147775
2016-05-25,30175.560547,30280.830078,30175.203125,30258.687500,30258.687500,4390144146
2016-05-26,30263.599609,30377.908203,30143.535156,30354.603516,30354.603516,4365472654
2016-05-27,30363.775391,32093.359375,30363.910156,31732.029297,31732.029297,11043786864
2016-05-28,31702.876953,35753.894531,31680.759766,35523.808594,35523.808594,12144138715
2016-05-29,35352.035156,37126.953125,34326.750000,35273.394531,35273.394531,9969840573
2016-05-30,35423.410156,36530.718750,35055.675781,35838.453125,35838.453125,5904694187
2016-05-31,35860.402344,36770.992188,34988.484375,35724.015625,35724.015625,9307716600
2016-06-01,35705.261719,36640.250000,35349.019531,36201.183594,36201.183594,5802613590
2016-06-02,36173.882813,36360.125000,35891.234375,36199.757813,36199.757813,4062806813
2016-06-03,36180.246094,38494.710938,36070.285156,38130.019531,38130.019531,8174058789
2016-06-04,38164.253906,39532.648438,37798.019531,38366.695313,38366.695313,6358998116
2016-06-05,38405.613281,39042.015625,38128.949219,38517.421875,38517.421875,4613841253
2016-06-06,38492.300781,39174.257813,38492.300781,39112.992188,39112.992188,4818770044
2016-06-07,39106.847656,39428.117188,37836.269531,38493.902344,38493.902344,7194779084
2016-06-08,38531.957031,38738.683594,38247.832031,38683.640625,38683.640625,5338261640
2016-06-09,38720.750000,38721.738281,38063.875000,38350.058594,38350.058594,4758536048
2016-06-10,38430.609375,38768.093750,38315.312500,38657.167969,38657.167969,4484591867
2016-06-11,38737.769531,40641.742188,38737.769531,40615.699219,40615.699219,5513167001
2016-06-12,40813.652344,45845.031250,40636.585938,45037.707031,45037.707031,18548706659
2016-06-13,44962.062500,48004.488281,44489.066406,47298.355469,47298.355469,16337089480
2016-06-14,47306.953125,47288.917969,44634.679688,46135.242188,46135.242188,12563722085
2016-06-15,46143.718750,46698.117188,45155.742188,46578.589844,46578.589844,6655019645
2016-06-16,46716.355469,52074.816406,46716.496094,51575.824219,51575.824219,18282135149
2016-06-17,51722.480469,52147.886719,48113.156250,50224.535156,50224.535156,24365613679
2016-06-18,50214.273438,52174.808594,49219.921875,50715.304688,50715.304688,16948178864
2016-06-19,50746.218750,51411.519531,50004.496094,51221.445313,51221.445313,9132974118
2016-06-20,51231.238281,51527.914063,49421.117188,49792.835938,49792.835938,11786613089
2016-06-21,49702.125000,49662.902344,43200.683594,45068.007813,45068.007813,20953299204
2016-06-22,45018.183594,45837.371094,39607.691406,40189.726563,40189.726563,17960029045
2016-06-23,40279.187500,42315.320313,37636.035156,41955.589844,41955.589844,17042531418
2016-06-24,42063.039063,46435.832031,42042.664063,45157.039063,45157.039063,15225470968
2016-06-25,45155.816406,46951.105469,43885.062500,45145.089844,45145.089844,8596750668
2016-06-26,45199.933594,45203.257813,41874.273438,42720.488281,42720.488281,7414029162
2016-06-27,42719.265625,44505.429688,42118.996094,44505.429688,44505.429688,8295182505
2016-06-28,44697.429688,44790.296875,43284.187500,43802.871094,43802.871094,9368857697
2016-06-29,43607.960938,43648.519531,42586.847656,43137.351563,43137.351563,9603486047
2016-06-30,43184.609375,45589.703125,42964.035156,45450.042969,45450.042969,9381108306
2016-07-01,45394.562500,46272.511719,45197.394531,45433.429688,45433.429688,9031048231
2016-07-02,45462.855469,47274.562500,45440.347656,47274.562500,47274.562500,7547919249
2016-07-03,47359.609375,47359.609375,43600.292969,44248.914063,44248.914063,8700590257
2016-07-04,44258.320313,45965.671875,43730.398438,45965.671875,45965.671875,6186138769
2016-07-05,45935.214844,45954.175781,44833.226563,45216.156250,45216.156250,8797174681
2016-07-06,45202.062500,46038.343750,45201.593750,45651.296875,45651.296875,9096208907
2016-07-07,45702.453125,46039.593750,41287.781250,43234.414063,43234.414063,17419723539
2016-07-08,43242.914063,44769.375000,42932.878906,44757.019531,44757.019531,9533285499
2016-07-09,44747.683594,44747.683594,42532.742188,43711.964844,43711.964844,12122992400
2016-07-10,43687.722656,43801.542969,43060.875000,43590.886719,43590.886719,6882870628
2016-07-11,43532.082031,44257.675781,43299.117188,43485.121094,43485.121094,7245293219
2016-07-12,43527.019531,45208.589844,43442.527344,44491.691406,44491.691406,9250681814
2016-07-13,44508.160156,44883.144531,43851.777344,43851.777344,43851.777344,8807569361
2016-07-14,43748.253906,44290.667969,43748.253906,43982.644531,43982.644531,6584009419
2016-07-15,44055.695313,44781.214844,44067.828125,44524.640625,44524.640625,5482756308
2016-07-16,44559.949219,44739.792969,44261.421875,44357.621094,44357.621094,3378691491
2016-07-17,44439.917969,45792.492188,44439.917969,45582.523438,45582.523438,4991765851
2016-07-18,45606.007813,45739.156250,44890.679688,45189.847656,45189.847656,4663623079
2016-07-19,45165.136719,45186.984375,44843.171875,45218.683594,45218.683594,4113063730
2016-07-20,45214.785156,45210.199219,44553.445313,44708.269531,44708.269531,6355903651
2016-07-21,44677.578125,44738.136719,44391.445313,44656.421875,44656.421875,4062103009
2016-07-22,44650.375000,44767.113281,43423.500000,43685.164063,43685.164063,9008643336
2016-07-23,43692.347656,44071.039063,43544.496094,44016.652344,44016.652344,4668670036
2016-07-24,44006.847656,44522.199219,43831.136719,44398.343750,44398.343750,7934814667
2016-07-25,44396.867188,44425.074219,44084.562500,44087.902344,44087.902344,5269306906
2016-07-26,44096.601563,44172.601563,43506.410156,43853.003906,43853.003906,15147421040
2016-07-27,43842.441406,44130.289063,43598.335938,43880.976563,43880.976563,9888763615
2016-07-28,43890.363281,44051.167969,43891.214844,43890.488281,43890.488281,5791117656
2016-07-29,43895.582031,43828.949219,43909.949219,43775.378906,43775.378906,4044674205
2016-07-30,43776.710938,43857.398438,43589.945313,43645.781250,43645.781250,2562329943
2016-07-31,43649.312500,43661.636719,41601.437500,41622.496094,41622.496094,7383803340
2016-08-01,41617.230469,41799.707031,40441.847656,40467.746094,40467.746094,8135774419
2016-08-02,40476.089844,40895.531250,35425.894531,36501.410156,36501.410156,22064460842
2016-08-03,36580.816406,38368.792969,36107.210938,37808.273438,37808.273438,13884295970
2016-08-04,37806.535156,38732.929688,37810.988281,38652.257813,38652.257813,8374391988
2016-08-05,38651.722656,38646.691406,38047.722656,38431.277344,38431.277344,4419459812
2016-08-06,38430.406250,39323.679688,38058.750000,39282.378906,39282.378906,5399844886
2016-08-07,39281.910156,39932.988281,39217.675781,39609.472656,39609.472656,5506685072
2016-08-08,39612.546875,39629.789063,39253.605469,39477.324219,39477.324219,4087239610
2016-08-09,39476.257813,39483.281250,39122.652344,39253.468750,39253.468750,6159010696
2016-08-10,39243.250000,40026.554688,39165.476563,39524.773438,39524.773438,6869238046
2016-08-11,39526.171875,39901.761719,39316.101563,39316.101563,39316.101563,4972867512
2016-08-12,39294.609375,39448.753906,38997.113281,39259.578125,39259.578125,4625015245
2016-08-13,39246.078125,39407.578125,39087.187500,39127.878906,39127.878906,2910796890
2016-08-14,39127.945313,39133.089844,37737.593750,38164.417969,38164.417969,4070914249
2016-08-15,38165.820313,38335.218750,37657.210938,37928.445313,37928.445313,3828837963
2016-08-16,37928.644531,38893.605469,37913.300781,38606.246094,38606.246094,3904837340
2016-08-17,38627.769531,38874.585938,38265.753906,38351.304688,38351.304688,3642536136
2016-08-18,38384.152344,38614.070313,38360.976563,38374.492188,38374.492188,4002141070
2016-08-19,38375.894531,38813.125000,38368.851563,38624.773438,38624.773438,3397380360
2016-08-20,38655.234375,39107.085938,38613.164063,39031.871094,39031.871094,3039723940
2016-08-21,39048.109375,39197.003906,38932.628906,39005.765625,39005.765625,2569889740
2016-08-22,39005.964844,39534.703125,39033.335938,39430.386719,39430.386719,4895189644
2016-08-23,39431.597656,39533.074219,39031.769531,39163.187500,39163.187500,5729278423
2016-08-24,39162.988281,39194.429688,38941.609375,38963.574219,38963.574219,3782861091
2016-08-25,38963.437500,38960.042969,38553.156250,38713.281250,38713.281250,9121485941
2016-08-26,38712.742188,38917.125000,38652.367188,38909.941406,38909.941406,3279585985
2016-08-27,38896.585938,38922.964844,38170.140625,38258.546875,38258.546875,4007337934
2016-08-28,38250.695313,38533.164063,38244.652344,38524.875000,38524.875000,5793150242
2016-08-29,38535.546875,38699.949219,38510.011719,38515.402344,38515.402344,7406325825
2016-08-30,38515.875000,38804.863281,38514.839844,38765.812500,38765.812500,4721846147
2016-08-31,38771.718750,38792.851563,38405.046875,38542.062500,38542.062500,5079421257
2016-09-01,38547.023438,38606.785156,38191.628906,38224.289063,38224.289063,5137736963
2016-09-02,38231.433594,38346.746094,38155.859375,38418.937500,38418.937500,5334301614
2016-09-03,38420.136719,40018.542969,38320.078125,39932.562500,39932.562500,10614693344
2016-09-04,39957.800781,40842.074219,39841.515625,40628.265625,40628.265625,6538001725
2016-09-05,40652.031250,40656.371094,40015.968750,40289.710938,40289.710938,5476116456
2016-09-06,40284.128906,40611.035156,40250.652344,40447.488281,40447.488281,5203338431
2016-09-07,40456.566406,40850.156250,40377.878906,40849.722656,40849.722656,4987523679
2016-09-08,40855.773438,41744.796875,40825.414063,41617.132813,41617.132813,5761862067
2016-09-09,41619.523438,41651.289063,41315.718750,41650.714844,41650.714844,4316471874
2016-09-10,41655.128906,41800.101563,41619.554688,41694.046875,41694.046875,3010273416
2016-09-11,41688.363281,42049.058594,40155.835938,40571.300781,40571.300781,4922354196
2016-09-12,40590.425781,40702.863281,40517.132813,40583.796875,40583.796875,4858255359
2016-09-13,40569.253906,41016.796875,40568.078125,40841.996094,40841.996094,5826939722
2016-09-14,40815.179688,40890.449219,40790.726563,40768.105469,40768.105469,3196224284
2016-09-15,40761.695313,40956.511719,40588.496094,40588.496094,40588.496094,3975226349
2016-09-16,40594.574219,40741.281250,40708.035156,40706.886719,40706.886719,4356796406
2016-09-17,40723.320313,40766.375000,40587.445313,40640.558594,40640.558594,2490829075
2016-09-18,40660.613281,40920.492188,40631.976563,40901.507813,40901.507813,3264708300
2016-09-19,40901.300781,40935.500000,40730.003906,40790.914063,40790.914063,3668903921
2016-09-20,40792.726563,40806.175781,40727.226563,40741.695313,40741.695313,4869812259
2016-09-21,40425.308594,40426.332031,39889.898438,39866.382813,39866.382813,5526238443
2016-09-22,39875.062500,39974.441406,39728.773438,39726.382813,39726.382813,4469336731
2016-09-23,39719.789063,40231.785156,39684.472656,40207.570313,40207.570313,3406000378
2016-09-24,40215.507813,40323.492188,40154.414063,40193.097656,40193.097656,2358361963
2016-09-25,40201.371094,40243.519531,39998.925781,40072.992188,40072.992188,2266200337
2016-09-26,40071.722656,40506.398438,40076.296875,40499.617188,40499.617188,3940027579
2016-09-27,40498.214844,40561.867188,40112.902344,40249.421875,40249.421875,3281647359
2016-09-28,40254.535156,40277.578125,40173.113281,40113.304688,40113.304688,3231906481
2016-09-29,40132.601563,40590.457031,40160.878906,40470.105469,40470.105469,3718896149
2016-09-30,40471.578125,40575.300781,40293.253906,40575.300781,40575.300781,3734710005
2016-10-01,40588.214844,40941.437500,40588.214844,40857.988281,40857.988281,3750321650
2016-10-02,40855.660156,40859.453125,40571.777344,40652.117188,40652.117188,2611897565
2016-10-03,40657.171875,40753.476563,40620.164063,40728.574219,40728.574219,3113748289
2016-10-04,40723.187500,40711.078125,40590.570313,40626.160156,40626.160156,3315690924
2016-10-05,40627.093750,40835.390625,40591.347656,40770.691406,40770.691406,4531456514
2016-10-06,40767.960938,40930.859375,40726.890625,40880.101563,40880.101563,3788588744
2016-10-07,40852.558594,41132.484375,40800.812500,41095.257813,41095.257813,4266636261
2016-10-08,41109.910156,41276.921875,41109.910156,41227.574219,41227.574219,2819893938
2016-10-09,41231.839844,41233.570313,41060.785156,41070.441406,41070.441406,2613276871
2016-10-10,41075.105469,41365.796875,41029.417969,41153.878906,41153.878906,4486487947
2016-10-11,41170.097656,42889.855469,41127.464844,42822.906250,42822.906250,6919698050
2016-10-12,42809.476563,42819.054688,42494.484375,42509.140625,42509.140625,6172001260
2016-10-13,42498.316406,42666.316406,42409.710938,42526.671875,42526.671875,4115233694
2016-10-14,42541.496094,42764.921875,42541.242188,42717.886719,42717.886719,3878669275
2016-10-15,42713.417969,42832.890625,42518.566406,42602.351563,42602.351563,2603946138
2016-10-16,42631.500000,42885.992188,42619.359375,42801.597656,42801.597656,2688185505
2016-10-17,42814.074219,42853.746094,42655.984375,42687.671875,42687.671875,3877702043
2016-10-18,42702.234375,42730.492188,42429.007813,42574.070313,42574.070313,4374239360
2016-10-19,42585.679688,42612.898438,41860.394531,42016.027344,42016.027344,4623395014
2016-10-20,42025.554688,42202.578125,41904.746094,42167.429688,42167.429688,3807111367
2016-10-21,42165.289063,42439.593750,42155.898438,42346.003906,42346.003906,3743989140
2016-10-22,42366.609375,44043.582031,42347.472656,43983.156250,43983.156250,5256647208
2016-10-23,44005.035156,44239.781250,43755.109375,43965.406250,43965.406250,3644960855
2016-10-24,43971.433594,43977.457031,43623.949219,43693.789063,43693.789063,4158322287
2016-10-25,43709.898438,44373.625000,43713.636719,43916.687500,43916.687500,6035902968
2016-10-26,43922.695313,45445.730469,43922.367188,45353.781250,45353.781250,5942634243
2016-10-27,45347.761719,46093.722656,45338.839844,46050.273438,46050.273438,6429742228
2016-10-28,46029.332031,46121.589844,45731.371094,46048.617188,46048.617188,5418158333
2016-10-29,46091.218750,48101.886719,46075.394531,47706.406250,47706.406250,8998112720
2016-10-30,47682.300781,47682.300781,46504.261719,46871.460938,46871.460938,6722549630
2016-10-31,46923.285156,47359.156250,46190.730469,46730.648438,46730.648438,6470846758
2016-11-01,46754.980469,49140.128906,46754.839844,48661.503906,48661.503906,8703344569
2016-11-02,48679.703125,49470.707031,48218.890625,49470.707031,49470.707031,5667085892
2016-11-03,49572.011719,49737.464844,45222.496094,45925.617188,45925.617188,11523615076
2016-11-04,45953.890625,47191.039063,45717.109375,46965.898438,46965.898438,6672385431
2016-11-05,46985.269531,47251.410156,46598.847656,46978.125000,46978.125000,3589874231
2016-11-06,47004.437500,47702.078125,46720.464844,47519.207031,47519.207031,4000586397
2016-11-07,47466.718750,47466.718750,46715.375000,46921.546875,46921.546875,4340742591
2016-11-08,46918.746094,47225.050781,46828.273438,47012.738281,47012.738281,5275879021
2016-11-09,47011.214844,49168.656250,47084.652344,48090.421875,48090.421875,8805204209
2016-11-10,48061.898438,48073.468750,47548.230469,47837.312500,47837.312500,4600172992
2016-11-11,47838.714844,48500.757813,47893.972656,48379.164063,48379.164063,4262467029
2016-11-12,48402.191406,48428.933594,47543.410156,47612.226563,47612.226563,4363950962
2016-11-13,47621.812500,47625.937500,46414.312500,47408.082031,47408.082031,5423872991
2016-11-14,47405.789063,47868.398438,47257.964844,47783.152344,47783.152344,4269382071
2016-11-15,47835.542969,48516.593750,47801.042969,48208.984375,48208.984375,4880283930
2016-11-16,48178.363281,50872.808594,48013.640625,50587.230469,50587.230469,9604530297
2016-11-17,50633.316406,51285.550781,50267.890625,50368.132813,50368.132813,7380690098
2016-11-18,50349.644531,51354.007813,50090.468750,51243.441406,51243.441406,5956460112
2016-11-19,51260.351563,51560.617188,50758.132813,51245.554688,51245.554688,7541308744
2016-11-20,51263.488281,51509.003906,48946.046875,49833.968750,49833.968750,10506072308
2016-11-21,49850.261719,50637.359375,49857.308594,50428.171875,50428.171875,4147666117
2016-11-22,50455.117188,51543.976563,50216.335938,51381.238281,51381.238281,8883686762
2016-11-23,51408.187500,51442.992188,50878.390625,51226.949219,51226.949219,5266098624
2016-11-24,51228.738281,51380.917969,50421.203125,50891.539063,50891.539063,5906564963
2016-11-25,50902.058594,50809.257813,50295.902344,50809.257813,50809.257813,4645396964
2016-11-26,50799.804688,50847.968750,49985.515625,50379.917969,50379.917969,3765412132
2016-11-27,50383.687500,50629.015625,50085.539063,50150.617188,50150.617188,3603670415
2016-11-28,50181.378906,50601.750000,50181.378906,50444.027344,50444.027344,4242803917
2016-11-29,50479.402344,50620.378906,50429.605469,50466.480469,50466.480469,4700238545
2016-11-30,50513.132813,51231.566406,50511.386719,51144.183594,51144.183594,5766105110
2016-12-01,51168.535156,51752.648438,51167.789063,51624.472656,51624.472656,5488829474
2016-12-02,51677.066406,53161.335938,51676.613281,52916.136719,52916.136719,8679755902
2016-12-03,52936.816406,52936.816406,52025.890625,52454.351563,52454.351563,4730641847
2016-12-04,52487.203125,52632.195313,52250.695313,52632.195313,52632.195313,4118633615
2016-12-05,52599.683594,52605.031250,51258.933594,51600.933594,51600.933594,7233992264
2016-12-06,51602.289063,51834.523438,51603.503906,51752.101563,51752.101563,7870108632
2016-12-07,51751.222656,52025.531250,51589.226563,51796.292969,51796.292969,6502156292
2016-12-08,51792.515625,52211.933594,51712.843750,51955.292969,51955.292969,5399822721
2016-12-09,51896.917969,52276.691406,51989.710938,52132.761719,52132.761719,4634866138
2016-12-10,52148.210938,52422.703125,52140.585938,52257.968750,52257.968750,3632260910
2016-12-11,52264.847656,52267.949219,51634.769531,51926.437500,51926.437500,3866390620
2016-12-12,51947.281250,52682.386719,51948.207031,52591.824219,52591.824219,5162256020
2016-12-13,52629.578125,53157.894531,52465.679688,52598.937500,52598.937500,5501811224
2016-12-14,52561.808594,52772.828125,52417.832031,52710.894531,52710.894531,5124783549
2016-12-15,52615.722656,53074.519531,52769.898438,52789.304688,52789.304688,5534793455
2016-12-16,52848.667969,53260.730469,52849.445313,53252.250000,53252.250000,5672423411
2016-12-17,53269.824219,53768.007813,53249.335938,53654.031250,53654.031250,5359086677
2016-12-18,53666.175781,53919.171875,53459.921875,53625.605469,53625.605469,4105672674
2016-12-19,53636.593750,53842.460938,53611.359375,53777.796875,53777.796875,5080300864
2016-12-20,53746.117188,54406.375000,53695.554688,54375.074219,54375.074219,6764281237
2016-12-21,54359.324219,56585.527344,54273.445313,56585.527344,56585.527344,10552019988
2016-12-22,56578.675781,59491.781250,56578.074219,58646.328125,58646.328125,13568892095
2016-12-23,58669.937500,62747.449219,58655.796875,62534.949219,62534.949219,18690541645
2016-12-24,62548.242188,62636.347656,60117.003906,60963.953125,60963.953125,9341540908
2016-12-25,61020.246094,61020.246094,58495.203125,60788.808594,60788.808594,9744911339
2016-12-26,60837.785156,61941.910156,60737.843750,61510.453125,61510.453125,8388195834
2016-12-27,61560.875000,63932.570313,61346.921875,63426.203125,63426.203125,11371339182
2016-12-28,63537.191406,66562.593750,63536.070313,66562.593750,66562.593750,16139325487
2016-12-29,66508.304688,66797.421875,64861.246094,66130.140625,66130.140625,13539907260
2016-12-30,66064.789063,66064.789063,63478.808594,65310.832031,65310.832031,12737827193
2016-12-31,65269.320313,65481.035156,64359.476563,65481.035156,65481.035156,6735685073
